1135,17,3,false
1376,22,12,false
1223,28,7,false
1767,16,15,true
1472,21,9,true
1589,25,1,true
1025,18,14,false
1856,20,8,true
1210,19,19,true
1456,24,5,false
1100,21,10,true
1320,26,4,false
1555,27,17,true
1178,23,2,false
1680,22,13,true
1399,25,6,false
1295,20,11,true
1490,18,20,false
1510,29,16,true
1435,17,18,true
1600,24,7,false
1234,22,9,true
1530,27,3,true
1440,19,14,false
1278,21,2,true
1389,26,10,false
1365,23,6,true
1256,28,15,false
1400,20,8,true
1505,25,12,true
1478,22,5,false
1333,18,1,true
1489,29,13,true
1111,21,11,false
1650,24,18,true
1300,20,4,false
1410,26,16,true
1495,27,19,false
1560,19,20,true
1355,28,17,true
1700,21,9,false
1287,25,3,true
1605,18,14,false
1405,23,7,true
1750,22,6,true
1185,19,2,false
1520,24,12,true
1375,28,10,false
1800,20,5,true
